"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",4.18,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",4.34,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",94.16,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",4.29,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",4.42,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N4","4","2013","2013",95.2,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",3.4,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.14,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",86.97,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.18,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.39,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",92.39,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.3,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.54,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",91.86,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",4.42,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",5.04,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N4","4","2013","2013",92.72,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",3.37,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.06,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",88.05,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.13,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.32,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",93.15,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.24,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.44,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",93.02,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.35,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",4.53,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","ALO","da solo","99","totale","N4","4","2013","2013",93.99,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.39,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",88.9,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.12,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.28,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",93.94,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.17,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.35,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",93.53,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.29,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.46,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",94.32,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.16,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.47,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",86.39,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.11,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.33,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",91.83,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",89.91,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.17,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.45,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",90.18,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",3.43,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",87.69,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","ALO","da solo","99","totale","N5_GE","5 e più","2013","2013",4.11,,
